nh,clust,Unit_of_plot_area,Land_owned_by_HH
18,4585,1.74980057982641e+100,1.74980057982641e+100
19,4585,1,18
20,4585,1,6
1,4589,1,7
2,4589,1,1
3,4589,1,14
4,4589,1.74980057982641e+100,1.74980057982641e+100
7,4589,1.74980057982641e+100,1.74980057982641e+100
8,4589,1,6
9,4589,1.74980057982641e+100,1.74980057982641e+100
10,4589,1,4
11,4589,1,3
12,4589,1,10
13,4589,1,10
14,4589,1,5
15,4589,1.74980057982641e+100,1.74980057982641e+100
16,4589,1,10
17,4589,1,15
18,4589,1.74980057982641e+100,1.74980057982641e+100
19,4589,1.74980057982641e+100,1.74980057982641e+100
20,4589,1.74980057982641e+100,1.74980057982641e+100
21,4589,1,20
22,4589,1,2
2,4592,3,5
3,4592,1.74980057982641e+100,1.74980057982641e+100
4,4592,1,5
5,4592,3,4
6,4592,3,8
7,4592,3,12
8,4592,3,20
9,4592,1,10
10,4592,1.74980057982641e+100,1.74980057982641e+100
12,4592,1.74980057982641e+100,1.74980057982641e+100
13,4592,1.74980057982641e+100,1.74980057982641e+100
14,4592,1.74980057982641e+100,1.74980057982641e+100
15,4592,1,13
16,4592,3,2
17,4592,3,20
18,4592,1,60
19,4592,1.74980057982641e+100,1.74980057982641e+100
20,4592,3,10
24,4592,1,3
25,4592,1.74980057982641e+100,1.74980057982641e+100
1,4595,1,18
2,4595,1.74980057982641e+100,1.74980057982641e+100
3,4595,1.74980057982641e+100,1.74980057982641e+100
4,4595,1.74980057982641e+100,1.74980057982641e+100
5,4595,1,2
6,4595,1.74980057982641e+100,1.74980057982641e+100
7,4595,1,4
8,4595,1,25
9,4595,1,13
10,4595,1.74980057982641e+100,1.74980057982641e+100
11,4595,1,10
12,4595,1,10
13,4595,1.74980057982641e+100,1.74980057982641e+100
14,4595,1,3
15,4595,1,5
16,4595,1.74980057982641e+100,1.74980057982641e+100
17,4595,1,15
18,4595,1,1
19,4595,1,12
20,4595,1,26
1,4599,1.74980057982641e+100,1.74980057982641e+100
3,4599,1.74980057982641e+100,1.74980057982641e+100
4,4599,1.74980057982641e+100,1.74980057982641e+100
5,4599,1,5
6,4599,1.74980057982641e+100,1.74980057982641e+100
7,4599,1.74980057982641e+100,1.74980057982641e+100
8,4599,1.74980057982641e+100,1.74980057982641e+100
9,4599,1.74980057982641e+100,1.74980057982641e+100
10,4599,1.74980057982641e+100,1.74980057982641e+100
11,4599,3,20
12,4599,1.74980057982641e+100,1.74980057982641e+100
13,4599,1.74980057982641e+100,1.74980057982641e+100
14,4599,1.74980057982641e+100,1.74980057982641e+100
15,4599,1.74980057982641e+100,1.74980057982641e+100
16,4599,1.74980057982641e+100,1.74980057982641e+100
17,4599,3,20
18,4599,1.74980057982641e+100,1.74980057982641e+100
19,4599,1.74980057982641e+100,1.74980057982641e+100
20,4599,3,30
21,4599,3,4
1,4602,1.74980057982641e+100,1.74980057982641e+100
2,4602,1.74980057982641e+100,1.74980057982641e+100
3,4602,1.74980057982641e+100,1.74980057982641e+100
5,4602,1.74980057982641e+100,1.74980057982641e+100
6,4602,1.74980057982641e+100,1.74980057982641e+100
7,4602,1.74980057982641e+100,1.74980057982641e+100
8,4602,1.74980057982641e+100,1.74980057982641e+100
10,4602,1.74980057982641e+100,1.74980057982641e+100
11,4602,1.74980057982641e+100,1.74980057982641e+100
12,4602,1.74980057982641e+100,1.74980057982641e+100
13,4602,1.74980057982641e+100,1.74980057982641e+100
14,4602,1.74980057982641e+100,1.74980057982641e+100
15,4602,1.74980057982641e+100,1.74980057982641e+100
16,4602,1.74980057982641e+100,1.74980057982641e+100
17,4602,1.74980057982641e+100,1.74980057982641e+100
18,4602,1.74980057982641e+100,1.74980057982641e+100
19,4602,1.74980057982641e+100,1.74980057982641e+100
20,4602,1.74980057982641e+100,1.74980057982641e+100
2,4605,1.74980057982641e+100,1.74980057982641e+100
4,4605,2,12
7,4605,3,18
8,4605,1.74980057982641e+100,1.74980057982641e+100
9,4605,1,14
10,4605,1.74980057982641e+100,1.74980057982641e+100
11,4605,1.74980057982641e+100,1.74980057982641e+100
14,4605,1,22
15,4605,2,6
16,4605,1,20
17,4605,2,2
18,4605,2,3
19,4605,1.74980057982641e+100,1.74980057982641e+100
20,4605,1.74980057982641e+100,1.74980057982641e+100
21,4605,1.74980057982641e+100,1.74980057982641e+100
22,4605,1.74980057982641e+100,1.74980057982641e+100
23,4605,1.74980057982641e+100,1.74980057982641e+100
24,4605,1.74980057982641e+100,1.74980057982641e+100
25,4605,2,36
1,4609,2,6
2,4609,2,7
3,4609,1,5
4,4609,1,4
5,4609,1,2
6,4609,1,1
7,4609,1,2
8,4609,1,2
10,4609,2,3
11,4609,1,3
12,4609,1,1
13,4609,1,2
14,4609,1,5
15,4609,1,2
16,4609,2,2
18,4609,1,2
19,4609,1,4
20,4609,1,3
1,4612,1.74980057982641e+100,1.74980057982641e+100
2,4612,1.74980057982641e+100,1.74980057982641e+100
4,4612,1.74980057982641e+100,1.74980057982641e+100
7,4612,1.74980057982641e+100,1.74980057982641e+100
8,4612,1.74980057982641e+100,1.74980057982641e+100
10,4612,1,2
11,4612,1.74980057982641e+100,1.74980057982641e+100
12,4612,1.74980057982641e+100,1.74980057982641e+100
14,4612,1,4
15,4612,1,10
16,4612,1.74980057982641e+100,1.74980057982641e+100
17,4612,1,25
18,4612,1.74980057982641e+100,1.74980057982641e+100
20,4612,1.74980057982641e+100,1.74980057982641e+100
21,4612,1,20
22,4612,1,40
1,4615,1,18
2,4615,1.74980057982641e+100,1.74980057982641e+100
3,4615,1.74980057982641e+100,1.74980057982641e+100
5,4615,1,10
7,4615,1.74980057982641e+100,1.74980057982641e+100
8,4615,1.74980057982641e+100,1.74980057982641e+100
9,4615,1.74980057982641e+100,1.74980057982641e+100
10,4615,1,3
11,4615,1,8
13,4615,1.74980057982641e+100,1.74980057982641e+100
14,4615,1,100
15,4615,1.74980057982641e+100,1.74980057982641e+100
17,4615,1,6
19,4615,1.74980057982641e+100,1.74980057982641e+100
20,4615,1.74980057982641e+100,1.74980057982641e+100
21,4615,3,3
22,4615,1.74980057982641e+100,1.74980057982641e+100
1,4619,1,6
2,4619,1,2
3,4619,1,3
4,4619,1,2
5,4619,1,15
6,4619,1,8
7,4619,1.74980057982641e+100,1.74980057982641e+100
8,4619,1,3
9,4619,1.74980057982641e+100,1.74980057982641e+100
10,4619,1,5
11,4619,1,15
12,4619,1,6
13,4619,1,2
14,4619,1,13
15,4619,1,5
16,4619,1,7
17,4619,1,6
18,4619,1,9
19,4619,1,4
20,4619,1,9
1,4622,1,8
2,4622,1,140
3,4622,1,28
4,4622,1,7
5,4622,1,15
6,4622,1,3
7,4622,1,8
8,4622,3,3
9,4622,1.74980057982641e+100,1.74980057982641e+100
10,4622,1.74980057982641e+100,1.74980057982641e+100
11,4622,1.74980057982641e+100,1.74980057982641e+100
12,4622,1.74980057982641e+100,1.74980057982641e+100
13,4622,1.74980057982641e+100,1.74980057982641e+100
14,4622,1,17
15,4622,1,8
16,4622,1.74980057982641e+100,1.74980057982641e+100
17,4622,1,27
18,4622,1,11
19,4622,1.74980057982641e+100,1.74980057982641e+100
20,4622,1.74980057982641e+100,1.74980057982641e+100
1,4625,1.74980057982641e+100,1.74980057982641e+100
3,4625,1.74980057982641e+100,1.74980057982641e+100
4,4625,1.74980057982641e+100,1.74980057982641e+100
5,4625,1,10
6,4625,1.74980057982641e+100,1.74980057982641e+100
7,4625,1,12
9,4625,1.74980057982641e+100,1.74980057982641e+100
10,4625,1.74980057982641e+100,1.74980057982641e+100
11,4625,1.74980057982641e+100,1.74980057982641e+100
12,4625,1.74980057982641e+100,1.74980057982641e+100
13,4625,1,3
14,4625,1,20
15,4625,1.74980057982641e+100,1.74980057982641e+100
16,4625,1.74980057982641e+100,1.74980057982641e+100
17,4625,1.74980057982641e+100,1.74980057982641e+100
18,4625,1.74980057982641e+100,1.74980057982641e+100
19,4625,1.74980057982641e+100,1.74980057982641e+100
20,4625,1.74980057982641e+100,1.74980057982641e+100
1,4629,1,30
2,4629,1.74980057982641e+100,1.74980057982641e+100
4,4629,1,7
5,4629,1.74980057982641e+100,1.74980057982641e+100
6,4629,1.74980057982641e+100,1.74980057982641e+100
7,4629,1,15
8,4629,1,5
9,4629,1.74980057982641e+100,1.74980057982641e+100
11,4629,1,20
13,4629,1.74980057982641e+100,1.74980057982641e+100
14,4629,1,10
15,4629,1.74980057982641e+100,1.74980057982641e+100
16,4629,1.74980057982641e+100,1.74980057982641e+100
17,4629,1.74980057982641e+100,1.74980057982641e+100
18,4629,1,15
19,4629,1,20
20,4629,1,10
21,4629,1,16
23,4629,1,6
25,4629,1,2
1,4632,1.74980057982641e+100,1.74980057982641e+100
2,4632,1.74980057982641e+100,1.74980057982641e+100
3,4632,1.74980057982641e+100,1.74980057982641e+100
4,4632,1,5
5,4632,1,8
6,4632,1,40
7,4632,1,3
9,4632,1.74980057982641e+100,1.74980057982641e+100
12,4632,1,10
13,4632,1,33
14,4632,1.74980057982641e+100,1.74980057982641e+100
15,4632,1.74980057982641e+100,1.74980057982641e+100
16,4632,1.74980057982641e+100,1.74980057982641e+100
17,4632,1,10
18,4632,1,3
19,4632,1,36
20,4632,1.74980057982641e+100,1.74980057982641e+100
21,4632,1,12
22,4632,1.74980057982641e+100,1.74980057982641e+100
24,4632,1,3
1,4635,1,1
2,4635,1,10
3,4635,1,8
4,4635,1,25
5,4635,1,24
6,4635,1,5
7,4635,1,2
8,4635,1,1
9,4635,1,15
10,4635,1,9
11,4635,1,5
12,4635,1,1
13,4635,1,8
14,4635,1,22
15,4635,1,1
18,4635,1,10
19,4635,1,1
20,4635,1,1
21,4635,1,50
22,4635,1.74980057982641e+100,1.74980057982641e+100
1,4639,1,10
2,4639,1,3
3,4639,1,4
4,4639,1,7
5,4639,1,4
6,4639,1,9
7,4639,1,6
9,4639,1,3
10,4639,1,1
11,4639,1,6
12,4639,1,6
13,4639,1,1
14,4639,1,3
15,4639,1,10
16,4639,1,6
17,4639,1,14
18,4639,1,2
19,4639,1,2
20,4639,1,10
23,4639,1,2
1,4642,1.74980057982641e+100,1.74980057982641e+100
2,4642,1,40
3,4642,1,20
4,4642,1,20
5,4642,1.74980057982641e+100,1.74980057982641e+100
6,4642,1.74980057982641e+100,1.74980057982641e+100
7,4642,1.74980057982641e+100,1.74980057982641e+100
8,4642,1.74980057982641e+100,1.74980057982641e+100
9,4642,1.74980057982641e+100,1.74980057982641e+100
11,4642,1.74980057982641e+100,1.74980057982641e+100
12,4642,1.74980057982641e+100,1.74980057982641e+100
13,4642,1.74980057982641e+100,1.74980057982641e+100
14,4642,1.74980057982641e+100,1.74980057982641e+100
15,4642,1,40
16,4642,1.74980057982641e+100,1.74980057982641e+100
17,4642,1.74980057982641e+100,1.74980057982641e+100
18,4642,1,7
19,4642,1.74980057982641e+100,1.74980057982641e+100
20,4642,1.74980057982641e+100,1.74980057982641e+100
1,4645,1.74980057982641e+100,1.74980057982641e+100
2,4645,1.74980057982641e+100,1.74980057982641e+100
4,4645,1.74980057982641e+100,1.74980057982641e+100
5,4645,1.74980057982641e+100,1.74980057982641e+100
7,4645,1.74980057982641e+100,1.74980057982641e+100
8,4645,2,60
10,4645,1.74980057982641e+100,1.74980057982641e+100
11,4645,1.74980057982641e+100,1.74980057982641e+100
12,4645,1.74980057982641e+100,1.74980057982641e+100
13,4645,1,40
15,4645,2,15
16,4645,2,5
18,4645,2,40
19,4645,1,45
20,4645,2,20
23,4645,1.74980057982641e+100,1.74980057982641e+100
24,4645,1.74980057982641e+100,1.74980057982641e+100
25,4645,1,16
1,4649,1,6
2,4649,1,5
3,4649,1,50
4,4649,1,10
5,4649,1.74980057982641e+100,1.74980057982641e+100
6,4649,1.74980057982641e+100,1.74980057982641e+100
7,4649,1.74980057982641e+100,1.74980057982641e+100
8,4649,1.74980057982641e+100,1.74980057982641e+100
10,4649,1,50
11,4649,1.74980057982641e+100,1.74980057982641e+100
12,4649,1.74980057982641e+100,1.74980057982641e+100
13,4649,1,20
14,4649,1,10
15,4649,1.74980057982641e+100,1.74980057982641e+100
16,4649,1.74980057982641e+100,1.74980057982641e+100
17,4649,1.74980057982641e+100,1.74980057982641e+100
18,4649,1,50
19,4649,1.74980057982641e+100,1.74980057982641e+100
20,4649,1.74980057982641e+100,1.74980057982641e+100
1,4652,1.74980057982641e+100,1.74980057982641e+100
2,4652,1,10
3,4652,1,8
4,4652,1,4
6,4652,1.74980057982641e+100,1.74980057982641e+100
7,4652,1,60
8,4652,1,6
9,4652,1.74980057982641e+100,1.74980057982641e+100
10,4652,1.74980057982641e+100,1.74980057982641e+100
11,4652,1,4
12,4652,1.74980057982641e+100,1.74980057982641e+100
13,4652,1,10
14,4652,1,30
15,4652,1,4
16,4652,1,12
17,4652,1,8
19,4652,1.74980057982641e+100,1.74980057982641e+100
20,4652,1,11
21,4652,2,5
1,4655,1.74980057982641e+100,1.74980057982641e+100
2,4655,1.74980057982641e+100,1.74980057982641e+100
3,4655,1,8
5,4655,1.74980057982641e+100,1.74980057982641e+100
7,4655,1.74980057982641e+100,1.74980057982641e+100
8,4655,1,6
9,4655,1,5
10,4655,1.74980057982641e+100,1.74980057982641e+100
11,4655,1,4
12,4655,1,3
13,4655,1,6
14,4655,1,3
15,4655,1,8
16,4655,1.74980057982641e+100,1.74980057982641e+100
17,4655,1.74980057982641e+100,1.74980057982641e+100
20,4655,1.74980057982641e+100,1.74980057982641e+100
1,4659,1,1
3,4659,1.74980057982641e+100,1.74980057982641e+100
4,4659,1.74980057982641e+100,1.74980057982641e+100
5,4659,1.74980057982641e+100,1.74980057982641e+100
6,4659,1,1
7,4659,1,20
9,4659,1.74980057982641e+100,1.74980057982641e+100
10,4659,1,20
13,4659,2,4
15,4659,1.74980057982641e+100,1.74980057982641e+100
16,4659,1,5
20,4659,1.74980057982641e+100,1.74980057982641e+100
4,4662,1.74980057982641e+100,1.74980057982641e+100
11,4662,1.74980057982641e+100,1.74980057982641e+100
12,4662,1.74980057982641e+100,1.74980057982641e+100
15,4662,1.74980057982641e+100,1.74980057982641e+100
16,4662,1.74980057982641e+100,1.74980057982641e+100
18,4662,1,3
3,4665,1.74980057982641e+100,1.74980057982641e+100
4,4665,1,10
5,4665,1.74980057982641e+100,1.74980057982641e+100
6,4665,1.74980057982641e+100,1.74980057982641e+100
13,4665,1,40
14,4665,1,4
15,4665,1,5
16,4665,1,6
17,4665,1,216
18,4665,1,2
19,4665,1.74980057982641e+100,1.74980057982641e+100
20,4665,1.74980057982641e+100,1.74980057982641e+100
6,4669,1.74980057982641e+100,1.74980057982641e+100
7,4669,1.74980057982641e+100,1.74980057982641e+100
10,4669,1.74980057982641e+100,1.74980057982641e+100
11,4669,1.74980057982641e+100,1.74980057982641e+100
1,4672,1.74980057982641e+100,1.74980057982641e+100
2,4672,2,3
4,4672,1.74980057982641e+100,1.74980057982641e+100
5,4672,1.74980057982641e+100,1.74980057982641e+100
6,4672,1,1
7,4672,1.74980057982641e+100,1.74980057982641e+100
9,4672,1.74980057982641e+100,1.74980057982641e+100
10,4672,2,1
11,4672,2,16
12,4672,2,10
13,4672,2,8
14,4672,2,10
15,4672,2,1
16,4672,1.74980057982641e+100,1.74980057982641e+100
17,4672,1,12
18,4672,1.74980057982641e+100,1.74980057982641e+100
19,4672,2,2
20,4672,2,24
21,4672,1.74980057982641e+100,1.74980057982641e+100
1,4675,1.74980057982641e+100,1.74980057982641e+100
3,4675,1,10
4,4675,2,6
5,4675,1,3
6,4675,1,12
7,4675,1,6
8,4675,1,16
9,4675,1,3
10,4675,1.74980057982641e+100,1.74980057982641e+100
11,4675,1,1
12,4675,1.74980057982641e+100,1.74980057982641e+100
13,4675,1,8
14,4675,1.74980057982641e+100,1.74980057982641e+100
15,4675,1,7
16,4675,1.74980057982641e+100,1.74980057982641e+100
18,4675,1,5
19,4675,1,10
20,4675,1,5
21,4675,1,5
4,4679,1.74980057982641e+100,1.74980057982641e+100
6,4679,1.74980057982641e+100,1.74980057982641e+100
9,4679,1.74980057982641e+100,1.74980057982641e+100
10,4679,1.74980057982641e+100,1.74980057982641e+100
13,4679,1.74980057982641e+100,1.74980057982641e+100
14,4679,1.74980057982641e+100,1.74980057982641e+100
15,4679,1.74980057982641e+100,1.74980057982641e+100
19,4679,1.74980057982641e+100,1.74980057982641e+100
22,4679,1.74980057982641e+100,1.74980057982641e+100
24,4679,3,1
9,4682,3,70
15,4682,1.74980057982641e+100,1.74980057982641e+100
1,4685,1.74980057982641e+100,1.74980057982641e+100
3,4685,1.74980057982641e+100,1.74980057982641e+100
5,4685,1,1
6,4685,1,10
7,4685,1.74980057982641e+100,1.74980057982641e+100
8,4685,1.74980057982641e+100,1.74980057982641e+100
10,4685,1,4
12,4685,1,2
13,4685,1.74980057982641e+100,1.74980057982641e+100
14,4685,1.74980057982641e+100,1.74980057982641e+100
15,4685,1.74980057982641e+100,1.74980057982641e+100
16,4685,1.74980057982641e+100,1.74980057982641e+100
17,4685,1.74980057982641e+100,1.74980057982641e+100
19,4685,1,24
24,4685,1.74980057982641e+100,1.74980057982641e+100
25,4685,1.74980057982641e+100,1.74980057982641e+100
1,4689,1,36
2,4689,1.74980057982641e+100,1.74980057982641e+100
3,4689,1,4
4,4689,1,10
5,4689,1,3
6,4689,1,3000
7,4689,1.74980057982641e+100,1.74980057982641e+100
8,4689,1,20
9,4689,1.74980057982641e+100,1.74980057982641e+100
10,4689,1.74980057982641e+100,1.74980057982641e+100
11,4689,1.74980057982641e+100,1.74980057982641e+100
12,4689,1.74980057982641e+100,1.74980057982641e+100
13,4689,1.74980057982641e+100,1.74980057982641e+100
14,4689,1.74980057982641e+100,1.74980057982641e+100
15,4689,1,4
16,4689,1,6
18,4689,1.74980057982641e+100,1.74980057982641e+100
19,4689,1.74980057982641e+100,1.74980057982641e+100
20,4689,1.74980057982641e+100,1.74980057982641e+100
21,4689,1,10
1,4692,1.74980057982641e+100,1.74980057982641e+100
4,4692,1.74980057982641e+100,1.74980057982641e+100
5,4692,1.74980057982641e+100,1.74980057982641e+100
6,4692,1.74980057982641e+100,1.74980057982641e+100
8,4692,1.74980057982641e+100,1.74980057982641e+100
9,4692,1.74980057982641e+100,1.74980057982641e+100
10,4692,1.74980057982641e+100,1.74980057982641e+100
12,4692,1.74980057982641e+100,1.74980057982641e+100
14,4692,1.74980057982641e+100,1.74980057982641e+100
15,4692,1.74980057982641e+100,1.74980057982641e+100
16,4692,1.74980057982641e+100,1.74980057982641e+100
19,4692,1.74980057982641e+100,1.74980057982641e+100
20,4692,1.74980057982641e+100,1.74980057982641e+100
21,4692,1.74980057982641e+100,1.74980057982641e+100
1,4695,1.74980057982641e+100,1.74980057982641e+100
2,4695,1.74980057982641e+100,1.74980057982641e+100
4,4695,1.74980057982641e+100,1.74980057982641e+100
5,4695,1.74980057982641e+100,1.74980057982641e+100
7,4695,1.74980057982641e+100,1.74980057982641e+100
8,4695,1.74980057982641e+100,1.74980057982641e+100
9,4695,1.74980057982641e+100,1.74980057982641e+100
10,4695,1,15
11,4695,1.74980057982641e+100,1.74980057982641e+100
12,4695,1.74980057982641e+100,1.74980057982641e+100
13,4695,1.74980057982641e+100,1.74980057982641e+100
14,4695,3,1
16,4695,1.74980057982641e+100,1.74980057982641e+100
17,4695,1.74980057982641e+100,1.74980057982641e+100
18,4695,1.74980057982641e+100,1.74980057982641e+100
20,4695,1.74980057982641e+100,1.74980057982641e+100
22,4695,1.74980057982641e+100,1.74980057982641e+100
1,4699,3,81
2,4699,1.74980057982641e+100,1.74980057982641e+100
3,4699,1.74980057982641e+100,1.74980057982641e+100
4,4699,1.74980057982641e+100,1.74980057982641e+100
5,4699,1.74980057982641e+100,1.74980057982641e+100
6,4699,1.74980057982641e+100,1.74980057982641e+100
8,4699,1.74980057982641e+100,1.74980057982641e+100
9,4699,1.74980057982641e+100,1.74980057982641e+100
11,4699,1,6
12,4699,1,10
13,4699,3,6
14,4699,1.74980057982641e+100,1.74980057982641e+100
15,4699,1.74980057982641e+100,1.74980057982641e+100
17,4699,1.74980057982641e+100,1.74980057982641e+100
18,4699,1.74980057982641e+100,1.74980057982641e+100
22,4699,1.74980057982641e+100,1.74980057982641e+100
13,4702,1.74980057982641e+100,1.74980057982641e+100
20,4702,1.74980057982641e+100,1.74980057982641e+100
17,4705,1.74980057982641e+100,1.74980057982641e+100
17,4712,1,6
3,4715,1.74980057982641e+100,1.74980057982641e+100
8,4715,1.74980057982641e+100,1.74980057982641e+100
13,4715,1.74980057982641e+100,1.74980057982641e+100
17,4715,1.74980057982641e+100,1.74980057982641e+100
20,4722,1,30
13,4729,1,20
19,4729,1,20
20,4729,1,30
21,4729,1,20
12,4732,1,3
13,4732,1.74980057982641e+100,1.74980057982641e+100
17,4732,1.74980057982641e+100,1.74980057982641e+100
19,4732,1.74980057982641e+100,1.74980057982641e+100
20,4732,1.74980057982641e+100,1.74980057982641e+100
1,4735,1.74980057982641e+100,1.74980057982641e+100
2,4735,1.74980057982641e+100,1.74980057982641e+100
3,4735,1.74980057982641e+100,1.74980057982641e+100
4,4735,1.74980057982641e+100,1.74980057982641e+100
5,4735,1.74980057982641e+100,1.74980057982641e+100
6,4735,1.74980057982641e+100,1.74980057982641e+100
8,4735,1.74980057982641e+100,1.74980057982641e+100
9,4735,1.74980057982641e+100,1.74980057982641e+100
10,4735,1.74980057982641e+100,1.74980057982641e+100
11,4735,1.74980057982641e+100,1.74980057982641e+100
14,4735,1.74980057982641e+100,1.74980057982641e+100
15,4735,1.74980057982641e+100,1.74980057982641e+100
16,4735,1.74980057982641e+100,1.74980057982641e+100
17,4735,1.74980057982641e+100,1.74980057982641e+100
18,4735,1.74980057982641e+100,1.74980057982641e+100
19,4735,1.74980057982641e+100,1.74980057982641e+100
20,4735,1.74980057982641e+100,1.74980057982641e+100
22,4735,1.74980057982641e+100,1.74980057982641e+100
23,4735,1.74980057982641e+100,1.74980057982641e+100
10,4739,1,3
13,4739,1,180
15,4739,1,3
19,4739,1,1
20,4739,1,4
4,4742,1,10
1,4745,1.74980057982641e+100,1.74980057982641e+100
5,4745,1.74980057982641e+100,1.74980057982641e+100
6,4745,1.74980057982641e+100,1.74980057982641e+100
8,4745,1.74980057982641e+100,1.74980057982641e+100
10,4745,1.74980057982641e+100,1.74980057982641e+100
11,4745,1.74980057982641e+100,1.74980057982641e+100
12,4745,1.74980057982641e+100,1.74980057982641e+100
13,4745,1,5
17,4745,1.74980057982641e+100,1.74980057982641e+100
19,4745,1.74980057982641e+100,1.74980057982641e+100
20,4745,1,20
3,4750,1,2
5,4750,1,2
7,4750,1.74980057982641e+100,1.74980057982641e+100
8,4750,1,1
9,4750,1,1
10,4750,1,8
12,4750,1,3
15,4750,1,1
16,4750,1,2
24,4750,1,2
1,4752,1.74980057982641e+100,1.74980057982641e+100
2,4752,1.74980057982641e+100,1.74980057982641e+100
3,4752,1,7
4,4752,1.74980057982641e+100,1.74980057982641e+100
5,4752,1.74980057982641e+100,1.74980057982641e+100
6,4752,1.74980057982641e+100,1.74980057982641e+100
11,4752,1.74980057982641e+100,1.74980057982641e+100
12,4752,1.74980057982641e+100,1.74980057982641e+100
13,4752,1.74980057982641e+100,1.74980057982641e+100
14,4752,1.74980057982641e+100,1.74980057982641e+100
15,4752,1.74980057982641e+100,1.74980057982641e+100
16,4752,1.74980057982641e+100,1.74980057982641e+100
17,4752,1,13
18,4752,1.74980057982641e+100,1.74980057982641e+100
19,4752,1.74980057982641e+100,1.74980057982641e+100
20,4752,1.74980057982641e+100,1.74980057982641e+100
22,4752,1.74980057982641e+100,1.74980057982641e+100
1,4755,1.74980057982641e+100,1.74980057982641e+100
2,4755,1.74980057982641e+100,1.74980057982641e+100
3,4755,1.74980057982641e+100,1.74980057982641e+100
4,4755,1.74980057982641e+100,1.74980057982641e+100
5,4755,1.74980057982641e+100,1.74980057982641e+100
6,4755,1.74980057982641e+100,1.74980057982641e+100
7,4755,1,5
8,4755,2,1
9,4755,1,2
10,4755,1.74980057982641e+100,1.74980057982641e+100
11,4755,1,10
12,4755,1.74980057982641e+100,1.74980057982641e+100
13,4755,1,1
14,4755,1,4
15,4755,1,2
16,4755,1,23
17,4755,1,50
18,4755,1,21
19,4755,1,1
20,4755,1.74980057982641e+100,1.74980057982641e+100
1,4759,1,10
4,4759,1.74980057982641e+100,1.74980057982641e+100
5,4759,2,20
6,4759,1.74980057982641e+100,1.74980057982641e+100
8,4759,1.74980057982641e+100,1.74980057982641e+100
12,4759,1.74980057982641e+100,1.74980057982641e+100
13,4759,1.74980057982641e+100,1.74980057982641e+100
14,4759,1.74980057982641e+100,1.74980057982641e+100
15,4759,1.74980057982641e+100,1.74980057982641e+100
16,4759,1,27
17,4759,1,10
18,4759,1,10
19,4759,1.74980057982641e+100,1.74980057982641e+100
20,4759,1.74980057982641e+100,1.74980057982641e+100
1,4762,1,10
2,4762,1.74980057982641e+100,1.74980057982641e+100
3,4762,1.74980057982641e+100,1.74980057982641e+100
6,4762,1,17
11,4762,1,15
13,4762,1.74980057982641e+100,1.74980057982641e+100
14,4762,1,4
15,4762,1.74980057982641e+100,1.74980057982641e+100
18,4762,1,10
19,4762,1,14
22,4762,1,3
1,4765,2,3
2,4765,2,4
4,4765,1.74980057982641e+100,1.74980057982641e+100
5,4765,1,2
6,4765,2,8
12,4765,1,6
14,4765,1,10
16,4765,2,5
17,4765,2,10
18,4769,1.74980057982641e+100,1.74980057982641e+100
1,4772,1.74980057982641e+100,1.74980057982641e+100
2,4772,1.74980057982641e+100,1.74980057982641e+100
4,4772,1,6
5,4772,1.74980057982641e+100,1.74980057982641e+100
6,4772,1,4
7,4772,1.74980057982641e+100,1.74980057982641e+100
8,4772,1,5
9,4772,1,4
12,4772,1.74980057982641e+100,1.74980057982641e+100
13,4772,1.74980057982641e+100,1.74980057982641e+100
14,4772,1,4
15,4772,1,5
16,4772,1.74980057982641e+100,1.74980057982641e+100
18,4772,1.74980057982641e+100,1.74980057982641e+100
20,4772,1,5
1,4775,3,4
2,4775,1.74980057982641e+100,1.74980057982641e+100
3,4775,1,6
4,4775,1.74980057982641e+100,1.74980057982641e+100
5,4775,1.74980057982641e+100,1.74980057982641e+100
6,4775,1.74980057982641e+100,1.74980057982641e+100
9,4775,1.74980057982641e+100,1.74980057982641e+100
10,4775,1.74980057982641e+100,1.74980057982641e+100
12,4775,1,5
13,4775,1.74980057982641e+100,1.74980057982641e+100
14,4775,1.74980057982641e+100,1.74980057982641e+100
15,4775,1.74980057982641e+100,1.74980057982641e+100
16,4775,1.74980057982641e+100,1.74980057982641e+100
17,4775,1.74980057982641e+100,1.74980057982641e+100
19,4775,1.74980057982641e+100,1.74980057982641e+100
20,4775,1.74980057982641e+100,1.74980057982641e+100
2,4779,1.74980057982641e+100,1.74980057982641e+100
3,4779,1.74980057982641e+100,1.74980057982641e+100
4,4779,1.74980057982641e+100,1.74980057982641e+100
5,4779,1.74980057982641e+100,1.74980057982641e+100
6,4779,1.74980057982641e+100,1.74980057982641e+100
7,4779,1.74980057982641e+100,1.74980057982641e+100
8,4779,1,3
11,4779,1,1
13,4779,1.74980057982641e+100,1.74980057982641e+100
14,4779,1.74980057982641e+100,1.74980057982641e+100
15,4779,1.74980057982641e+100,1.74980057982641e+100
16,4779,1.74980057982641e+100,1.74980057982641e+100
17,4779,1.74980057982641e+100,1.74980057982641e+100
18,4779,1.74980057982641e+100,1.74980057982641e+100
19,4779,1.74980057982641e+100,1.74980057982641e+100
20,4779,1.74980057982641e+100,1.74980057982641e+100
1,4782,1.74980057982641e+100,1.74980057982641e+100
2,4782,1.74980057982641e+100,1.74980057982641e+100
3,4782,1.74980057982641e+100,1.74980057982641e+100
