nh,clust,Harvest_processed_by_HH,Unit_of_measure
11,4915,2.87,5
11,4915,0.25,8
12,4915,1,5
12,4915,2.87,5
12,4915,0.5,5
12,4915,4.9,5
12,4915,0.03,5
13,4915,1,5
13,4915,2.95,5
13,4915,0.5,5
13,4915,1.87,5
14,4915,1,5
14,4915,3,5
14,4915,1,5
14,4915,2.87,5
15,4915,0.5,5
15,4915,0.08,5
16,4915,1,5
16,4915,1.27,5
16,4915,0.1,5
17,4915,0,0
17,4915,2.87,5
17,4915,0.25,5
18,4915,0,5
18,4915,2.88,5
19,4915,0.5,5
19,4915,2.9,5
19,4915,0.03,5
20,4915,1,5
20,4915,2,5
20,4915,0.5,5
20,4915,5,5
1,4919,0.9,5
1,4919,0.37,5
1,4919,0.75,5
1,4919,0.9,5
1,4919,0.18,5
2,4919,0.5,5
2,4919,0.5,5
2,4919,2.75,5
2,4919,0,0
2,4919,0.3,5
2,4919,0.5,5
3,4919,0.5,5
3,4919,0.25,5
3,4919,1,5
3,4919,1.75,5
3,4919,2,5
3,4919,0.4,5
3,4919,0.5,5
4,4919,0.5,5
4,4919,0.75,5
4,4919,1,5
4,4919,0.75,5
4,4919,0.1,5
4,4919,0.13,5
5,4919,1,5
5,4919,0.4,5
5,4919,0.85,5
5,4919,0.35,5
5,4919,0.85,5
5,4919,0.85,5
5,4919,0.85,5
5,4919,6,5
5,4919,3,5
5,4919,0.25,5
5,4919,0.4,5
5,4919,0.5,5
6,4919,1.5,5
6,4919,0,0
6,4919,2,5
6,4919,2.75,5
6,4919,0.4,5
6,4919,0.9,5
6,4919,0.5,5
7,4919,0.5,5
7,4919,0.75,5
7,4919,1.9,5
7,4919,2,5
7,4919,0.43,5
7,4919,0.43,5
7,4919,0.5,5
8,4919,0.4,5
8,4919,1.8,5
8,4919,0.8,5
8,4919,0.75,5
8,4919,2.9,5
8,4919,1,5
8,4919,0.33,5
9,4919,0.9,5
9,4919,1,5
9,4919,0.25,5
9,4919,0.4,5
9,4919,3,5
9,4919,2.9,5
9,4919,0.32,5
9,4919,0.5,5
10,4919,0,0
10,4919,2.5,5
10,4919,2,5
10,4919,0.38,5
10,4919,0.25,5
11,4919,0.9,5
11,4919,0.75,5
11,4919,0.8,5
11,4919,0,0
11,4919,2.8,5
11,4919,2.8,5
11,4919,0.32,5
11,4919,0.4,5
11,4919,0.5,5
12,4919,2.75,5
12,4919,0.85,5
12,4919,1,5
12,4919,0.85,5
12,4919,0.85,5
12,4919,3,5
12,4919,4,5
12,4919,0.63,5
12,4919,0.5,5
13,4919,0.3,5
13,4919,0.3,5
13,4919,2.5,5
13,4919,2.3,5
13,4919,0.3,5
13,4919,0.3,5
13,4919,0.25,5
14,4919,3.5,5
14,4919,1.5,5
14,4919,0.8,5
14,4919,0.8,5
14,4919,4,5
14,4919,2.5,5
14,4919,0.38,5
14,4919,0.25,5
15,4919,1.5,5
15,4919,0.5,5
15,4919,0.5,5
15,4919,6.5,5
15,4919,3,5
15,4919,0.5,5
15,4919,0.5,5
16,4919,0.8,5
16,4919,0.48,5
16,4919,0.48,5
16,4919,3,5
16,4919,1.9,5
16,4919,0.2,5
16,4919,0.25,5
17,4919,0.5,5
17,4919,0.8,5
17,4919,4.5,5
17,4919,5,5
17,4919,0.25,5
18,4919,0.87,5
18,4919,3,5
18,4919,0.8,5
18,4919,0.8,5
18,4919,4,5
18,4919,2.5,5
18,4919,0.3,5
18,4919,0.18,5
18,4919,0.5,5
19,4919,1,5
19,4919,0.8,5
19,4919,1,5
19,4919,3,5
19,4919,3,5
19,4919,0.32,5
19,4919,0.5,5
19,4919,0.5,5
20,4919,1,5
20,4919,0.8,5
20,4919,2,5
20,4919,3.5,5
20,4919,0.42,5
20,4919,0.5,5
2,4922,1,5
2,4922,3,5
2,4922,0.25,5
3,4922,0,0
4,4922,2,5
4,4922,0,0
4,4922,0.5,5
5,4922,2.87,5
5,4922,0.25,5
6,4922,3.5,5
6,4922,0.25,5
7,4922,2,5
7,4922,1,5
7,4922,4.5,5
7,4922,0.5,5
7,4922,1.9,5
7,4922,1.25,5
8,4922,0.87,5
8,4922,2.3,5
8,4922,0.42,5
8,4922,0.9,5
9,4922,1,5
9,4922,0.5,5
9,4922,4,5
9,4922,0.38,5
10,4922,2,5
10,4922,2.5,5
10,4922,1,5
10,4922,0.5,5
11,4922,1.95,5
11,4922,0.5,5
12,4922,2,5
12,4922,0.25,5
13,4922,0.5,5
13,4922,0.9,5
13,4922,0.25,5
14,4922,3,5
14,4922,3,5
14,4922,1.5,5
14,4922,0.5,5
14,4922,1,5
14,4922,0.5,5
15,4922,0,0
15,4922,3,5
15,4922,4,5
15,4922,1,5
15,4922,0.5,5
15,4922,5,5
15,4922,1,5
16,4922,2,5
16,4922,2,5
16,4922,0.5,5
16,4922,0.25,5
16,4922,2,5
17,4922,3,5
17,4922,0.5,5
17,4922,3,5
18,4922,1,5
18,4922,2,5
18,4922,0.5,5
18,4922,1,5
19,4922,1,5
19,4922,3,5
19,4922,0.5,5
19,4922,1,5
20,4922,1,5
20,4922,0.5,5
20,4922,0.5,5
20,4922,0.5,5
20,4922,6,5
20,4922,1,5
20,4922,0.38,5
20,4922,3,5
1,4925,50,12
1,4925,0.45,5
2,4925,100,12
2,4925,18,9
4,4925,75,12
4,4925,4.95,5
5,4925,0,0
5,4925,0.9,5
5,4925,0.95,5
5,4925,0.95,5
6,4925,20,12
6,4925,11,9
6,4925,1.5,9
7,4925,100,12
7,4925,2,5
7,4925,0,0
8,4925,30,12
8,4925,0.95,5
9,4925,50,12
9,4925,1.95,5
10,4925,30,12
10,4925,1.92,5
11,4925,6.9,5
12,4925,30,12
12,4925,0,0
13,4925,1,5
15,4925,30,12
15,4925,0.95,5
17,4925,50,12
17,4925,0.95,5
20,4925,30,12
20,4925,0.25,5
20,4925,0.25,5
1,4929,0,0
1,4929,5,5
2,4929,1,5
3,4929,0.5,5
4,4929,1,5
5,4929,2,5
6,4929,2.5,4
7,4929,1.5,5
8,4929,2,5
9,4929,1,5
10,4929,0.25,5
12,4929,2,5
13,4929,0.5,5
14,4929,1.5,5
15,4929,0,0
15,4929,3,5
16,4929,0,0
16,4929,1,5
17,4929,4,5
18,4929,1,5
20,4929,1,5
1,4932,68.5,8
2,4932,2.13,5
2,4932,2.38,5
2,4932,15,8
3,4932,10,8
4,4932,40,8
5,4932,48,8
5,4932,1.5,4
6,4932,68,8
6,4932,3,5
7,4932,69,8
7,4932,0,0
8,4932,0,0
8,4932,40,8
8,4932,4,5
11,4932,118,8
11,4932,2.88,5
12,4932,17,8
13,4932,0,0
13,4932,1,4
14,4932,25,8
15,4932,1,4
16,4932,1,4
16,4932,1,5
17,4932,72,8
17,4932,36.5,8
18,4932,20,8
18,4932,40,8
3,4935,2,5
3,4935,0,5
3,4935,2,5
4,4935,0,8
4,4935,0,5
5,4935,6,5
5,4935,2,5
5,4935,2,5
5,4935,2,5
5,4935,1.5,5
7,4935,0.5,5
8,4935,1,4
8,4935,0.1,5
9,4935,5,8
9,4935,1,4
9,4935,20,8
15,4935,19,8
16,4935,2,5
16,4935,7,5
16,4935,1,5
17,4935,21,5
17,4935,25,5
18,4935,1,5
18,4935,3,5
18,4935,1,5
20,4935,8,5
1,4939,0,0
2,4939,0,0
2,4939,0,0
3,4939,0,0
4,4939,0,0
5,4939,0,0
5,4939,288,9
6,4939,0,0
7,4939,0,0
8,4939,0,0
9,4939,0,0
10,4939,0,0
10,4939,0,0
11,4939,0,0
12,4939,0,0
13,4939,0,0
13,4939,0,0
14,4939,0,0
15,4939,0,0
15,4939,0,0
16,4939,0,0
16,4939,0,0
17,4939,0,0
17,4939,0,0
18,4939,0,0
19,4939,0,0
20,4939,0,0
1,4942,0.75,5
1,4942,4,5
2,4942,0.25,4
2,4942,1.5,5
3,4942,0,0
3,4942,3,5
3,4942,3,5
4,4942,0,0
4,4942,0.25,5
6,4942,0.75,5
6,4942,0.75,5
7,4942,0.75,4
7,4942,0.75,4
8,4942,0,0
8,4942,1,5
8,4942,1.75,5
9,4942,0.5,5
9,4942,1.75,5
10,4942,0,0
10,4942,3,5
10,4942,1.75,5
11,4942,0.75,5
11,4942,1,4
12,4942,0,0
12,4942,1,4
12,4942,1,5
13,4942,0,0
13,4942,1,5
13,4942,1,4
14,4942,0.75,4
15,4942,0,0
15,4942,0.25,5
15,4942,1.75,5
15,4942,0.75,5
16,4942,0,0
16,4942,1.75,5
17,4942,0.5,5
17,4942,2,5
18,4942,0.75,5
18,4942,3.75,5
19,4942,0,0
19,4942,0.75,4
19,4942,0.75,5
20,4942,0,0
20,4942,3,5
1,4944,0.25,5
1,4944,0.25,5
2,4944,0.75,5
2,4944,1,5
3,4944,0.25,5
3,4944,0.25,5
4,4944,0.25,5
5,4944,0.75,5
6,4944,0.75,5
6,4944,0.25,5
8,4944,0.25,5
8,4944,0.25,5
9,4944,0,0
9,4944,0,0
10,4944,0,0
10,4944,0.75,5
11,4944,0.25,5
11,4944,0.5,5
12,4944,0.25,5
12,4944,1,5
13,4944,1,5
14,4944,0.25,5
14,4944,1,5
15,4944,0.25,5
15,4944,1,5
16,4944,1,5
17,4944,0.25,5
17,4944,2,5
18,4944,0.25,5
18,4944,1,5
19,4944,0.25,5
19,4944,1,5
20,4944,1,5
1,4949,3,5
1,4949,2,5
2,4949,0,0
2,4949,1.5,5
2,4949,2,5
3,4949,4.5,5
3,4949,2.5,5
3,4949,0.75,5
4,4949,2,5
4,4949,4,5
4,4949,4,5
4,4949,0.5,5
5,4949,1.5,5
5,4949,11.5,5
5,4949,0,0
6,4949,4,5
6,4949,0.5,5
6,4949,2,5
7,4949,2,5
7,4949,3.5,5
8,4949,1,5
8,4949,2,5
8,4949,0,0
8,4949,0,0
9,4949,2,5
9,4949,4.5,5
9,4949,5,5
9,4949,0.5,5
10,4949,0,0
10,4949,1,5
10,4949,3,5
10,4949,1,5
11,4949,3.5,5
11,4949,2.5,5
13,4949,2,5
13,4949,2,5
13,4949,1,5
14,4949,9,5
14,4949,3,5
14,4949,0,0
15,4949,2,5
15,4949,3,5
15,4949,4,5
15,4949,0.5,5
16,4949,2,5
17,4949,1.5,5
17,4949,0.5,5
17,4949,0.2,5
19,4949,5,5
19,4949,2,5
19,4949,1,5
19,4949,2,5
1,4952,0.25,5
1,4952,0.13,5
3,4952,0,0
3,4952,0.5,5
3,4952,1,5
3,4952,0.5,5
4,4952,0.25,5
4,4952,0.5,5
5,4952,0.38,5
5,4952,0.6,5
5,4952,0.5,5
6,4952,0.25,5
6,4952,0.5,5
7,4952,0.5,5
7,4952,0.8,5
7,4952,0.5,5
8,4952,0.5,5
8,4952,0.75,5
9,4952,0.25,5
9,4952,1,5
9,4952,0.5,5
11,4952,0.9,5
15,4952,1,5
15,4952,0.6,5
16,4952,1,5
16,4952,0.5,5
17,4952,1,5
17,4952,0.4,5
18,4952,0.63,5
18,4952,0.5,5
19,4952,0.25,5
19,4952,0.7,5
20,4952,0.5,5
20,4952,1,5
20,4952,0.5,5
1,4955,0,0
1,4955,1,5
1,4955,5.75,5
1,4955,2,5
1,4955,0.75,5
3,4955,0,0
3,4955,2,5
3,4955,0.75,5
3,4955,2,5
3,4955,0.5,5
4,4955,0,0
4,4955,3,5
4,4955,3,5
4,4955,0.5,5
5,4955,1,5
5,4955,4,5
5,4955,1,5
5,4955,0.35,5
6,4955,1,5
6,4955,8,5
6,4955,2,5
6,4955,0.88,5
7,4955,1,5
7,4955,1,5
7,4955,2,5
7,4955,0.5,5
8,4955,1,5
8,4955,11,5
8,4955,1,5
9,4955,1,5
9,4955,5,5
9,4955,1.5,5
9,4955,0.15,5
10,4955,2,5
10,4955,4.5,5
10,4955,5.5,5
10,4955,1.5,5
11,4955,1,5
11,4955,4.5,5
11,4955,3,5
11,4955,0.18,5
12,4955,1,5
12,4955,3.5,5
12,4955,4.5,5
12,4955,0.65,5
13,4955,1,5
13,4955,5.5,5
13,4955,4.5,5
13,4955,0.37,5
14,4955,0.5,5
14,4955,1.5,5
14,4955,5.62,5
14,4955,0.9,5
15,4955,3,5
15,4955,1.87,5
15,4955,3,5
15,4955,0.24,5
16,4955,0.72,5
16,4955,5.38,5
16,4955,2.85,5
16,4955,0.9,5
17,4955,1,5
17,4955,1.5,5
17,4955,1.86,5
17,4955,0.62,5
18,4955,1,5
18,4955,0.95,5
18,4955,2.88,5
18,4955,0.86,5
19,4955,1,5
19,4955,2.82,5
19,4955,2.86,5
19,4955,0.8,5
20,4955,2,5
20,4955,0.88,5
20,4955,1.92,5
20,4955,0.88,5
1,4959,2,5
1,4959,4,5
2,4959,2,5
2,4959,3,5
2,4959,2,5
2,4959,1.5,5
3,4959,2,5
3,4959,20,8
3,4959,4,5
3,4959,2,5
3,4959,20,8
4,4959,0,5
4,4959,3,5
4,4959,5,5
4,4959,3,5
4,4959,4,5
4,4959,4,5
5,4959,1,5
5,4959,2,5
6,4959,3,5
6,4959,2.5,5
6,4959,2.5,5
6,4959,26,8
7,4959,6,5
7,4959,0.63,5
7,4959,6,5
7,4959,6.5,5
8,4959,2,5
8,4959,3,5
8,4959,5,5
9,4959,1,5
9,4959,2,5
10,4959,0.5,5
10,4959,1,5
10,4959,1.5,5
11,4959,2.5,5
11,4959,5.5,5
11,4959,0.45,5
12,4959,4,5
12,4959,2,5
13,4959,1.5,5
13,4959,3,5
13,4959,3,5
13,4959,2,5
13,4959,2.5,5
14,4959,2,5
14,4959,3,5
15,4959,1.5,5
15,4959,0.5,5
15,4959,1.5,5
15,4959,4,8
16,4959,1,5
16,4959,2,5
16,4959,3,5
17,4959,2,5
17,4959,0.5,5
17,4959,4,5
17,4959,0.5,5
18,4959,2.5,5
18,4959,2.5,5
18,4959,3,5
18,4959,1,5
20,4959,1,5
20,4959,1.5,5
20,4959,0.5,5
20,4959,1,5
20,4959,1,5
21,4959,1.5,5
21,4959,0.5,5
21,4959,2,5
21,4959,10,8
3,4962,25,12
3,4962,0.6,5
9,4962,1.35,5
10,4962,1.4,5
17,4962,2.9,5
20,4962,50,12
20,4962,0.5,5
21,4962,1,5
6,4965,2.5,4
9,4965,3,5
12,4965,3,4
15,4965,0.75,4
1,4969,1,5
1,4969,0,0
1,4969,2,5
1,4969,22,8
1,4969,2,5
1,4969,1,5
2,4969,3,5
2,4969,2.86,5
2,4969,0.5,5
4,4969,1.88,5
5,4969,3,8
5,4969,1,4
6,4969,4.5,5
6,4969,13,5
6,4969,6.5,5
8,4969,0,0
8,4969,0,0
8,4969,0,0
9,4969,0.5,5
12,4969,1,5
12,4969,1,5
14,4969,0.93,5
16,4969,2,5
17,4969,35,8
18,4969,3.75,5
18,4969,0.9,5
1,4972,50,9
2,4972,0,0
3,4972,90,8
4,4972,0,0
5,4972,0,0
5,4972,0,0
8,4972,0,0
10,4972,0,0
13,4972,0,0
1,4975,0,0
2,4975,0,0
3,4975,0,0
4,4975,0,0
5,4975,0,0
7,4975,0,0
7,4975,0,0
8,4975,0,0
9,4975,0,0
10,4975,0,0
11,4975,0,0
11,4975,0,0
12,4975,0,0
13,4975,0,0
13,4975,0,0
13,4975,0,0
14,4975,0,0
14,4975,0,0
15,4975,0,0
16,4975,0,0
17,4975,0,0
18,4975,0,0
19,4975,0,0
20,4975,0,0
1,4979,5,5
1,4979,2,5
2,4979,2,5
2,4979,5,5
2,4979,0,0
5,4979,5,5
6,4979,5,5
7,4979,2,5
7,4979,2,5
8,4979,4,5
8,4979,1.5,5
9,4979,5,5
9,4979,1,5
10,4979,13,5
10,4979,0.08,5
11,4979,6,5
11,4979,0,5
12,4979,0.33,5
13,4979,2,5
14,4979,4,5
14,4979,0.5,5
15,4979,1.5,5
15,4979,0.22,5
16,4979,5,5
16,4979,0,0
19,4979,15,5
20,4979,6,5
1,4982,1,5
1,4982,2,5
1,4982,0.5,5
1,4982,0.25,5
2,4982,1,5
2,4982,1,5
2,4982,1,5
2,4982,0.5,5
3,4982,1,5
3,4982,1,5
3,4982,1,5
3,4982,0.5,5
3,4982,0.25,5
4,4982,1,5
4,4982,1,5
4,4982,0.5,5
4,4982,0.12,5
5,4982,0.5,5
5,4982,1,5
5,4982,1,5
5,4982,0.1,5
6,4982,0.5,5
6,4982,1,5
6,4982,0,0
7,4982,0.5,5
7,4982,0.5,5
7,4982,0,0
7,4982,0,0
7,4982,0.12,5
8,4982,0.5,5
8,4982,0.5,5
8,4982,0.25,5
8,4982,0.25,5
9,4982,1,5
9,4982,3,5
9,4982,2,5
9,4982,3,5
9,4982,0.12,5
10,4982,1,5
10,4982,1,5
10,4982,0.5,5
10,4982,0.5,5
10,4982,0.1,5
11,4982,1,5
11,4982,1,5
11,4982,1,5
12,4982,0.5,5
12,4982,0.5,5
12,4982,0.5,5
12,4982,0.1,5
13,4982,0.5,5
13,4982,1,5
13,4982,0.5,5
13,4982,0.25,5
14,4982,0.5,5
14,4982,0.5,5
14,4982,0.25,5
15,4982,1,5
15,4982,1,5
15,4982,0.5,5
16,4982,0.5,5
16,4982,0.5,5
16,4982,0.5,5
16,4982,0.5,5
17,4982,1,5
17,4982,2.5,5
17,4982,2,5
17,4982,1,5
18,4982,0.5,5
18,4982,0.5,5
18,4982,0.25,5
19,4982,0.5,5
19,4982,0.5,5
19,4982,1,5
9,4985,9,4
12,4985,1,5
12,4985,4,5
14,4985,2,5
14,4985,10.5,5
14,4985,4,5
17,4985,1,5
17,4985,1,4
19,4985,0.5,5
19,4985,4,5
1,4989,2,5
1,4989,5.5,5
1,4989,1.5,5
1,4989,2,5
3,4989,1,5
3,4989,5.5,5
3,4989,1.5,5
4,4989,3,5
4,4989,1.25,5
4,4989,0.88,5
5,4989,0,0
5,4989,15,5
5,4989,8,5
5,4989,1,5
6,4989,1,5
6,4989,1.5,5
7,4989,4,5
7,4989,1.5,5
8,4989,3.5,5
8,4989,4.5,5
9,4989,1,5
9,4989,3.75,5
9,4989,1,5
11,4989,2.75,5
11,4989,1,5
12,4989,6,5
12,4989,1.5,5
13,4989,6,5
13,4989,5.5,5
13,4989,2.5,5
14,4989,1.5,5
14,4989,4.5,5
14,4989,4.5,5
15,4989,5.5,5
15,4989,3.5,5
17,4989,3.5,5
17,4989,2.5,5
18,4989,8,5
18,4989,4,5
18,4989,1,5
19,4989,0,0
19,4989,4.5,5
19,4989,1.5,5
1,4992,3,5
1,4992,5,5
2,4992,0.38,5
3,4992,0,0
6,4992,2,5
6,4992,9,5
6,4992,2.75,5
6,4992,1,5
7,4992,2,5
8,4992,0,0
9,4992,0.9,4
11,4992,4,5
11,4992,4.5,5
11,4992,3.75,5
11,4992,25,8
12,4992,1,5
13,4992,1.5,5
13,4992,2.75,5
14,4992,2,5
14,4992,2.75,5
14,4992,1.75,5
14,4992,1.75,5
14,4992,8,8
15,4992,0,0
16,4992,2,5
16,4992,2,5
17,4992,2,5
17,4992,3.5,5
17,4992,0.95,5
18,4992,1,5
18,4992,8,8
18,4992,3,5
19,4992,0.5,5
19,4992,1.95,5
20,4992,1.25,5
1,4995,2,5
1,4995,2,5
1,4995,0.5,5
1,4995,1.5,5
2,4995,5.05,5
2,4995,4,5
2,4995,1,5
3,4995,4,5
3,4995,2,5
3,4995,2,5
3,4995,3,5
4,4995,1,5
4,4995,2,5
5,4995,2,5
5,4995,5,5
5,4995,2,5
6,4995,1,5
6,4995,1,5
6,4995,1,5
7,4995,2,5
7,4995,0.5,5
10,4995,1,5
10,4995,1,5
11,4995,3,5
11,4995,9,8
13,4995,0,0
13,4995,1,5
14,4995,7,5
14,4995,1,5
14,4995,2,5
14,4995,2.5,5
15,4995,2.5,5
15,4995,0.5,5
15,4995,1,5
17,4995,12,5
17,4995,7,5
17,4995,3,5
18,4995,1,5
18,4995,0.3,5
20,4995,1,5
21,4995,2,5
21,4995,1,5
7,4999,3.95,5
8,4999,2.5,5
9,4999,2,5
12,4999,0.95,5
12,4999,0.2,5
14,4999,1,5
14,4999,3,5
14,4999,3,5
16,4999,2,5
16,4999,3,5
16,4999,4,5
16,4999,4.5,5
16,4999,9,5
16,4999,6.75,5
16,4999,0.95,5
19,4999,1,5
19,4999,3,5
19,4999,0.75,5
